"COUNTRY","Economy","VERSION","Version","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",17,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",17,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",19,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",19,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",20.5,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",20.5,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",20.5,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",20.5,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",20.5,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",20.5,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",20.7,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",20.7,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",20.7,,
"CAN","Canada","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",20.7,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",146.9,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",145.8,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",144.8,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",120.5,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",120.8,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",124.1,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",128.7,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",129.6,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",129.8,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",129.9,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",132.4,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",132.4,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",131,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",131.2,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",131.1,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",130.5,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",129.6,,
"JPN","Japan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",128.2,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",49.7,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",49.9,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",52,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",52,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",53,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",53.2,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",56.4,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",57.2,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",60.1,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",64.2,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",76.5,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",81.9,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",80.4,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",86,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",85.9,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",85.5,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",85.5,,
"KOR","Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",85.5,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",19,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",19,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",19,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",19,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",19,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",19,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",21,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",21.5,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",21.5,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",21.5,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",21.5,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",21.5,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",22.5,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",24,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",24,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",25.2,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",25.6,,
"MEX","Mexico","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",25.6,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",1,,
"NZL","New Zealand","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",1,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.8,,
"NOR","Norway","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.8,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",1.4,,
"CHE","Switzerland","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",1.4,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",19.8,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",20.8,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",21.9,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",22.9,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",23.6,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",25.1,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",27.7,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",32,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",34.1,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",38.3,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",42.7,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",47.1,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",49,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",49.2,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",49.4,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",47.4,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",47.4,,
"TUR","Turkey","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",48.9,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",116,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",112,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",102,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",109,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",109.5,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",113,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",114.5,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",113.4,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",113.4,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",114.7,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",115.1,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",116.5,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",118,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",113.5,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",113.5,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",111.3,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",112.3,,
"USA","United States","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",112.6,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",152,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",147.5,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",138,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",145,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",145.5,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",149,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",154.5,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",153.9,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",155.4,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",156.7,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",157.1,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",158.5,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",161,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",158,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",158.2,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",157.2,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",158.5,,
"NAT","NAFTA","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",158.9,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0,,
"AFG","Afghanistan","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.5,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.7,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.9,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.9,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.9,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.9,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.9,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.9,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.9,,
"ALB","Albania","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.9,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",2.5,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",3.7,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",3.7,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",3.7,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",3.7,,
"DZA","Algeria","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",3.7,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",5.4,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",5.4,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",5.4,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",5.4,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",5.4,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",5.4,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",5.8,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",6.1,,
"ARG","Argentina","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",6.7,,
